f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label
6,98,17,86,12,15,49,83,2,93,0
25,61,10,35,66,94,57,84,92,42,0
32,6,60,43,78,57,85,68,84,35,0
40,47,87,20,52,37,91,39,61,59,0
11,1,20,59,23,75,65,43,89,94,1
91,46,3,38,59,8,1,99,87,42,1
67,93,12,96,89,3,61,74,32,64,0
27,1,47,23,45,43,21,58,30,17,0
92,43,34,42,38,20,4,41,45,25,0
96,96,80,13,35,37,73,3,75,28,0
65,23,22,78,81,20,48,71,80,84,1
8,36,58,70,85,57,57,77,49,88,0
71,33,92,65,56,52,9,38,28,99,1
28,32,49,44,4,30,14,71,48,8,1
6,61,31,73,11,27,38,95,66,20,0
39,17,54,83,19,31,14,77,18,59,0
80,99,76,91,26,40,84,73,7,77,0
81,95,38,8,89,55,88,7,69,98,1
84,15,8,9,42,82,73,69,98,77,1
17,42,18,36,90,16,96,0,49,68,0
55,51,56,7,87,57,20,18,29,65,1
85,19,62,70,9,40,63,81,94,92,1
93,61,72,90,79,91,81,59,44,84,0
31,81,60,93,39,40,54,11,8,8,0
34,48,54,60,65,6,13,22,47,1,0
54,77,20,49,20,51,51,36,96,88,1
40,56,50,49,63,35,92,9,56,57,1
8,16,1,86,92,44,30,19,30,16,1
13,73,53,92,78,23,34,29,61,89,0
37,97,35,7,91,8,72,65,14,85,1
95,96,51,45,27,48,56,51,42,83,0
92,39,11,75,57,42,2,62,88,68,0
54,97,3,47,93,21,30,86,66,11,0
89,39,78,84,87,72,54,13,2,2,1
52,22,13,61,40,80,36,32,19,9,0
88,10,80,8,74,21,58,68,4,89,1
19,17,69,55,48,26,27,73,11,91,0
11,66,54,59,87,64,79,44,94,98,1
16,13,22,59,5,52,10,73,43,93,1
35,42,3,18,90,38,23,93,99,21,1
75,26,32,41,68,23,43,85,51,4,1
99,65,43,97,40,68,60,41,53,73,1
25,90,74,17,6,19,66,97,86,5,0
94,24,18,33,0,0,66,10,45,95,1
16,50,39,85,5,40,39,50,58,62,0
42,25,96,55,74,74,63,19,1,41,0
9,15,37,74,6,65,66,49,15,20,0
83,3,28,40,75,70,98,19,51,56,1
1,43,24,83,9,62,21,41,75,28,0
41,2,55,3,82,97,69,34,26,41,0
21,95,31,67,56,44,28,33,66,81,0
35,76,96,30,43,72,62,27,77,16,0
54,87,18,56,47,9,44,43,3,62,0
68,72,49,30,57,16,81,54,72,31,1
40,8,21,15,68,80,86,75,93,38,1
40,57,51,20,21,7,9,16,5,4,0
59,61,18,10,15,98,7,1,91,20,0
80,24,67,50,71,78,33,10,95,90,1
53,12,30,49,89,75,59,81,73,73,1
33,30,89,23,93,76,54,38,20,72,0
28,20,49,98,80,44,82,83,74,23,1
29,82,74,73,29,18,67,25,19,43,0
43,18,65,99,1,84,95,75,49,54,1
38,8,32,53,99,80,17,73,81,23,0
62,27,75,43,65,2,12,96,18,32,0
65,33,12,15,88,77,60,7,54,23,0
16,62,53,7,24,80,58,3,18,26,0
14,35,71,6,25,82,63,92,6,70,1
23,47,79,59,18,36,41,44,83,7,1
31,96,14,8,47,82,75,71,48,47,1
90,68,97,42,83,49,17,24,83,50,0
87,93,78,25,93,54,77,3,86,31,1
47,6,95,29,97,23,42,59,95,10,1
42,9,74,13,29,37,84,96,13,34,0
39,76,63,16,53,69,29,80,96,53,1
77,0,36,90,3,70,25,62,87,87,1
29,73,72,44,72,96,71,62,62,0,0
98,24,58,26,58,14,30,59,73,80,1
99,68,18,7,71,80,11,91,89,97,0
83,52,28,82,8,31,75,33,0,98,1
4,29,62,53,18,67,93,78,26,50,0
78,8,93,46,85,73,46,12,16,16,1
40,84,21,81,28,52,88,47,40,31,1
3,37,91,29,85,14,19,95,82,51,1
68,18,20,41,20,77,99,16,59,17,1
85,62,43,12,2,62,5,81,13,88,1
86,66,63,69,78,48,38,5,82,36,1
11,83,49,10,42,57,85,80,83,43,1
44,42,42,2,53,32,0,62,48,42,1
1,9,56,42,29,63,40,80,56,9,1
73,78,63,95,81,25,44,79,53,25,1
73,31,39,35,21,46,11,10,31,11,1
48,61,45,72,48,74,46,60,41,47,0
2,73,24,20,55,84,34,24,7,13,0
66,80,93,95,52,71,20,32,79,51,0
42,64,51,39,76,48,11,57,5,91,1
5,65,18,29,75,42,78,24,99,41,1
60,73,16,69,31,23,23,69,95,50,1
71,67,84,25,91,79,32,23,19,23,1
50,19,98,74,46,55,66,67,37,56,1
92,85,4,0,65,76,76,55,69,39,0
57,8,51,91,8,42,95,99,33,73,0
50,96,12,30,20,96,31,71,27,79,0
19,49,9,75,90,83,77,46,40,96,0
49,65,56,70,84,6,60,0,0,63,1
57,59,84,13,36,99,13,62,86,32,1
81,1,42,0,63,96,37,41,28,79,1
66,89,94,23,81,34,84,61,26,46,0
98,67,56,23,15,61,58,65,30,38,1
55,23,67,27,88,59,35,78,46,49,0
45,18,4,92,16,49,60,99,70,31,0
63,79,50,28,72,17,34,5,49,53,1
33,28,91,13,70,2,91,5,10,49,1
8,36,52,15,92,34,53,19,92,4,0
9,40,93,42,49,16,72,58,96,27,0
70,0,37,12,88,89,96,40,78,30,1
36,52,58,52,18,31,23,30,13,28,0
52,98,30,6,61,32,15,93,79,50,0
51,64,54,25,39,17,31,33,72,38,0
78,30,9,68,72,48,44,20,0,23,1
0,75,5,82,7,50,48,68,32,9,0
98,59,10,70,15,5,2,92,59,38,0
91,52,71,55,23,19,73,20,37,76,1
10,75,40,52,2,11,24,73,77,62,0
9,26,50,10,2,21,84,6,93,91,1
33,79,57,90,51,59,65,19,63,62,1
27,54,91,42,85,40,8,68,14,73,1
49,94,55,95,53,17,13,6,17,80,0
78,50,32,50,62,49,63,6,6,57,0
64,71,93,73,91,50,55,78,15,48,0
56,83,64,75,43,24,16,72,46,42,1
51,69,35,20,10,77,89,82,99,21,1
22,80,12,72,2,56,11,31,37,67,0
39,87,38,79,18,95,89,85,15,68,1
7,76,28,32,27,33,66,34,56,35,1
66,54,69,64,12,59,58,2,91,77,0
21,65,35,22,85,25,7,80,46,42,1
32,46,31,41,1,21,74,51,70,18,0
86,62,78,51,90,81,18,69,64,10,1
77,5,16,3,98,59,15,37,61,8,1
85,64,83,25,84,93,94,69,24,50,0
55,5,2,61,39,45,1,92,68,22,0
8,47,79,63,11,48,37,88,22,24,0
31,37,5,67,84,59,23,19,58,98,0
62,57,7,50,32,83,79,87,16,86,1
60,15,93,70,98,32,12,67,21,95,0
41,5,70,47,82,34,29,13,56,38,1
45,36,66,91,59,8,66,57,89,14,0
66,51,2,84,93,50,25,64,78,84,0
60,9,29,20,43,67,68,92,30,35,1
3,60,59,8,62,56,73,89,96,87,1
24,93,53,67,70,53,87,72,22,49,0
40,10,8,79,73,4,11,66,15,40,1
64,22,71,55,22,15,23,71,10,91,1
71,12,39,28,79,10,15,41,92,23,1
48,85,59,57,64,41,7,96,10,28,0
98,50,54,91,95,50,30,32,23,77,0
35,6,64,72,79,18,54,31,94,72,1
46,83,67,47,30,56,26,1,17,5,0
6,80,18,69,83,5,44,2,9,25,1
82,84,97,41,57,24,88,63,41,95,0
44,75,79,83,51,38,34,81,5,92,0
78,3,87,53,65,55,58,40,85,9,1
38,36,81,45,26,8,61,23,95,47,0
80,15,73,87,32,85,11,33,22,87,1
25,75,34,41,48,25,59,70,35,70,0
90,64,62,39,33,30,43,60,27,39,1
39,32,87,23,63,80,2,54,15,14,0
87,19,80,59,57,86,21,7,72,39,1
24,33,41,87,72,14,78,40,37,84,0
41,19,11,94,15,31,31,70,61,45,0
11,19,75,52,36,6,62,43,37,93,0
19,48,27,85,45,97,92,81,50,37,0
18,63,27,37,11,88,21,12,23,13,0
7,27,25,10,79,84,46,84,33,36,0
49,95,41,30,37,70,69,29,49,21,0
73,6,58,47,98,76,37,21,66,39,1
49,76,93,82,10,75,70,69,1,7,0
74,72,31,41,98,62,2,94,83,6,0
0,83,97,35,43,45,40,33,76,1,0
27,89,26,75,27,75,36,28,91,26,0
94,98,72,42,38,65,34,36,45,71,0
21,58,13,90,95,86,33,70,78,61,0
38,53,79,18,64,98,52,57,9,55,1
9,80,35,92,74,8,85,49,29,55,1
52,30,20,4,36,10,12,17,45,70,0
63,62,11,88,44,57,40,45,19,33,1
13,80,33,57,82,7,26,2,71,78,0
61,23,3,18,89,63,15,3,91,24,1
99,35,87,86,51,5,98,59,88,15,0
49,90,57,63,19,53,38,20,9,86,1
9,96,97,94,89,34,23,29,77,24,0
11,16,8,62,60,23,71,72,44,31,1
93,8,24,3,68,5,82,6,4,59,1
45,91,52,15,72,26,53,25,22,85,0
24,10,29,6,77,29,43,48,90,90,1
68,70,58,28,24,48,12,29,87,88,1
67,62,69,76,37,12,68,27,51,85,0
28,74,14,22,48,75,29,12,2,90,1
24,91,82,7,37,55,67,60,55,54,0
88,40,69,54,88,26,78,14,1,99,0
57,52,68,69,26,24,84,59,2,31,1
60,74,14,58,50,57,83,58,56,68,1
14,65,1,6,47,92,51,68,55,67,1
67,30,6,28,51,26,91,99,85,82,1
44,90,86,20,30,37,39,58,83,0,0
62,99,11,46,18,21,61,58,65,68,0
74,63,63,20,9,42,64,68,88,63,1
30,93,60,65,53,47,95,98,15,35,0
88,36,17,18,55,75,93,64,92,26,1
37,96,3,0,64,90,5,2,98,97,0
82,37,82,75,21,5,58,25,37,55,0
17,84,82,72,99,31,54,50,70,91,0
46,64,52,51,12,55,98,48,1,67,0
39,53,78,55,97,11,68,77,66,26,1
35,29,99,13,7,37,7,35,24,11,1
74,72,15,25,47,0,33,8,66,34,1
2,35,83,39,59,79,48,87,43,60,1
36,30,98,19,34,94,68,54,89,32,1
15,10,38,47,40,91,42,9,99,51,0
74,47,67,30,70,5,60,66,49,35,0
78,88,99,33,60,98,50,9,73,62,1
15,7,61,99,91,35,26,38,24,76,1
51,1,16,69,51,82,51,85,35,98,1
59,38,0,40,70,42,1,22,90,65,1
32,8,8,88,15,11,85,89,5,92,1
5,0,9,8,75,57,37,59,65,87,1
27,67,36,91,68,7,53,89,65,69,1
22,83,13,1,31,59,64,59,96,67,0
64,70,29,21,20,21,37,68,87,93,1
42,23,74,95,29,84,1,56,3,45,0
43,44,37,73,0,80,32,43,53,13,0
97,42,78,80,19,8,35,48,30,40,1
36,29,63,77,40,79,98,83,12,21,1
56,25,33,31,93,17,60,9,77,53,0
42,62,68,92,87,73,18,61,24,64,0
79,74,18,2,81,16,80,97,44,37,0
27,67,91,35,25,70,89,2,70,30,1
15,44,83,15,20,50,63,23,18,50,0
84,55,67,98,66,7,34,85,74,29,1
0,9,11,16,36,86,45,87,95,82,0
35,5,94,8,26,44,38,10,29,84,1
35,55,40,27,27,22,6,57,14,61,0
36,62,38,65,27,80,98,38,56,38,0
22,58,27,31,66,92,56,63,32,19,0
88,79,23,7,81,56,4,90,79,64,0
2,88,68,81,35,46,67,40,82,22,0
95,16,28,82,60,61,36,22,13,50,1
10,7,47,64,48,19,29,49,38,25,0
60,32,62,13,92,67,28,1,23,66,0
63,97,58,80,42,41,88,83,1,85,0
65,26,96,29,6,40,42,79,86,56,1
1,36,27,33,33,34,49,26,88,37,0
22,8,74,7,28,56,63,71,55,24,0
49,80,84,14,55,59,16,46,19,19,1
69,24,80,30,58,91,1,62,17,62,1
98,6,53,73,41,43,88,84,87,2,1
95,46,41,19,68,76,94,31,8,48,1
48,74,6,5,24,74,21,42,42,87,0
16,92,92,59,0,94,83,98,39,62,1
35,55,10,35,53,63,8,46,97,29,0
52,49,67,26,57,0,89,13,71,16,0
13,42,96,0,24,54,58,80,46,91,0
66,92,86,67,34,51,6,63,88,84,0
9,7,9,5,82,49,10,48,21,16,0
43,10,46,29,42,74,8,78,10,66,1
1,40,44,47,2,42,42,75,61,83,0
12,71,84,52,55,87,79,40,6,71,1
8,63,45,73,45,76,37,12,28,79,0
91,92,8,59,34,0,23,46,47,71,1
41,56,2,48,75,75,63,95,40,91,1
24,26,12,29,17,18,6,18,36,26,1
20,51,50,68,61,27,90,2,67,67,1
88,58,54,81,28,97,16,20,97,21,0
36,74,41,79,89,2,72,22,41,44,1
12,92,61,0,79,92,68,30,14,3,0
64,21,95,82,57,0,46,57,67,89,0
29,98,3,11,67,34,77,30,79,9,0
2,36,63,52,31,97,97,89,11,33,1
64,81,33,87,35,20,39,27,42,87,0
10,21,40,50,27,5,73,72,29,53,0
13,23,79,45,46,74,77,14,64,54,0
54,63,59,6,63,26,26,45,92,34,0
38,10,71,52,95,51,97,69,42,52,1
18,29,2,11,86,39,54,17,29,96,0
17,72,47,16,52,91,9,98,42,84,0
4,65,50,55,22,68,0,63,52,73,1
45,49,61,25,59,35,70,6,80,39,0
30,76,52,30,90,24,30,48,33,98,0
61,45,52,64,17,18,80,76,28,81,0
10,30,94,51,72,77,28,15,61,64,0
18,14,70,89,7,97,11,65,38,6,1
97,70,33,89,64,54,64,77,12,8,1
14,27,68,28,23,66,60,16,55,46,1
77,86,41,66,49,8,44,80,67,4,0
33,28,16,89,41,75,43,69,1,82,1
35,6,85,40,67,21,58,7,95,8,1
56,48,91,96,18,33,35,24,51,8,1
77,0,31,37,33,13,58,40,89,92,1
26,72,36,4,49,84,17,49,93,76,1
44,33,64,67,79,17,10,32,60,80,1
68,87,27,49,96,14,42,90,15,40,1
55,68,35,70,39,94,94,53,16,71,1
80,48,57,86,88,62,30,98,18,9,1
86,39,65,15,35,18,31,27,29,84,0
71,52,26,82,35,73,8,97,25,58,0
87,99,98,87,34,51,86,3,86,7,1
16,24,20,38,19,64,55,73,36,85,1
49,92,25,74,26,67,29,89,42,51,0
90,90,92,18,82,42,71,95,65,78,1
58,84,38,27,86,77,26,71,97,15,0
47,20,0,86,67,17,96,69,95,56,1
63,18,59,80,2,60,94,19,58,73,0
6,61,30,71,8,96,58,47,32,65,0
98,30,34,87,0,21,78,83,45,13,1
87,44,23,82,89,84,38,12,83,63,0
62,91,41,11,35,74,49,48,96,70,0
69,3,2,8,79,80,13,26,50,82,1
96,79,16,30,52,79,18,28,98,3,0
68,51,3,27,84,77,22,24,28,3,0
96,64,7,9,42,35,86,82,75,63,1
59,10,69,10,48,15,88,99,16,41,0
95,70,85,37,8,87,8,17,84,28,1
90,96,79,79,32,80,3,60,62,14,1
12,65,46,42,45,21,70,91,89,49,0
28,42,10,3,65,14,77,88,87,29,0
25,93,81,80,20,3,39,43,24,28,0
63,80,43,48,31,21,53,31,86,92,1
34,7,88,64,2,20,26,82,78,58,0
50,13,80,37,68,21,44,52,41,59,0
41,82,32,75,32,66,82,66,67,24,0
4,42,94,13,62,13,17,40,83,79,0
7,30,85,7,31,66,8,89,59,6,1
59,61,67,51,22,29,33,98,92,70,0
58,40,78,39,45,6,1,78,29,12,1
93,74,85,14,40,59,60,13,66,31,1
19,61,44,20,38,45,10,97,14,31,0
71,95,61,13,58,78,1,90,4,46,0
81,44,68,62,62,23,66,73,33,40,0
7,29,21,97,52,65,40,57,97,91,1
78,1,91,21,50,97,26,2,91,32,1
72,41,75,61,53,99,93,86,27,57,0
8,97,37,18,92,43,91,96,29,34,1
17,19,67,71,40,37,79,82,90,0,0
38,80,98,53,90,20,84,95,50,94,1
19,37,29,56,96,25,75,4,73,62,1
1,88,94,90,18,69,66,59,61,90,0
31,68,89,41,5,44,2,96,54,87,0
14,41,81,54,21,45,70,45,8,12,0
97,50,89,44,63,19,10,71,12,97,0
75,75,42,34,89,8,20,59,55,26,1
31,44,86,93,59,76,27,36,96,72,0
94,30,17,77,43,56,99,85,13,10,1
43,81,85,38,18,70,73,77,40,99,1
22,84,91,76,66,70,93,55,59,51,1
65,98,76,5,77,38,47,63,67,85,0
52,38,3,93,69,70,48,30,63,51,0
26,66,80,57,84,98,12,15,68,75,0
44,80,46,30,75,28,79,10,67,25,0
63,79,90,42,41,23,59,99,70,44,0
65,59,62,96,62,71,10,97,20,0,0
83,3,50,76,61,12,73,95,93,33,1
13,63,70,86,98,20,42,1,87,6,1
84,65,19,53,31,3,21,60,14,28,0
78,42,73,2,7,94,41,72,92,16,0
77,49,12,10,54,26,76,63,37,12,0
23,19,62,47,67,56,99,64,83,21,0
13,93,52,81,70,71,68,54,94,96,0
42,12,24,30,83,69,40,73,39,67,0
68,87,41,53,19,46,83,78,2,58,0
58,48,40,27,11,59,98,86,19,66,0
55,23,76,83,73,89,55,0,93,43,0
19,87,69,32,66,49,24,44,75,81,0
27,17,15,18,62,98,85,26,19,31,1
47,4,57,51,73,85,96,55,57,25,1
32,7,73,45,81,96,24,93,67,34,0
49,61,94,28,23,56,31,42,54,45,1
62,90,57,83,87,6,68,53,93,13,1
19,51,8,19,1,66,26,72,49,35,1
78,15,1,76,9,83,65,23,18,45,1
23,65,46,80,51,20,88,40,50,62,0
77,2,45,83,5,47,72,67,96,78,1
2,39,75,96,7,43,20,48,78,57,0
97,50,34,17,17,45,84,2,83,52,0
62,45,53,6,47,12,28,87,11,41,0
4,52,15,25,2,91,6,71,23,38,1
18,92,33,26,17,84,22,67,48,36,0
28,88,0,67,76,57,56,14,23,86,1
16,71,18,59,57,14,7,41,14,39,1
77,10,77,81,70,6,42,5,20,70,1
18,0,60,98,79,89,80,32,10,82,1
61,65,66,44,36,32,0,98,55,80,0
3,72,32,7,53,89,91,80,92,5,0
33,35,87,91,80,74,73,42,77,55,0
93,42,97,94,69,71,47,20,71,33,0
17,66,23,14,92,28,32,76,57,51,0
49,67,13,26,5,12,73,18,58,23,0
48,50,17,25,92,40,79,50,13,45,0
62,58,15,70,79,79,71,13,78,66,1
97,91,22,92,8,69,15,37,74,37,1
45,69,83,19,69,40,45,1,72,68,1
17,98,15,16,76,84,46,84,63,7,1
70,66,85,52,99,38,38,40,44,71,1
36,59,50,51,42,89,88,72,4,15,1
65,19,67,34,18,81,19,13,94,72,0
31,23,95,4,41,86,61,33,56,97,0
64,22,14,24,75,18,24,90,26,95,1
99,47,80,6,46,62,25,80,74,95,0
82,26,78,77,73,44,41,84,95,94,1
44,44,11,34,95,1,32,47,18,88,0
35,54,63,5,31,99,22,60,48,5,1
4,86,30,20,9,83,66,43,39,28,0
16,28,41,55,90,73,85,49,53,62,0
10,49,41,26,67,41,52,34,90,15,0
24,94,39,86,50,10,28,72,56,26,0
85,20,87,49,88,90,28,32,31,35,1
6,83,62,81,16,70,20,21,75,53,0
17,58,32,37,9,49,70,72,69,29,0
60,16,10,71,38,73,46,15,92,68,0
16,9,38,26,47,51,25,46,16,48,0
2,49,20,85,59,90,4,77,16,60,0
59,43,40,76,87,60,49,19,85,51,0
30,2,53,5,31,34,53,54,49,47,0
65,72,44,95,48,91,75,84,44,64,0
36,95,78,16,79,30,67,13,94,61,1
55,46,57,59,53,85,28,34,56,4,1
30,39,79,67,97,35,4,94,80,10,0
26,92,92,86,34,79,34,55,53,63,1
87,77,81,23,75,21,56,70,66,51,0
12,88,27,50,67,1,36,75,43,9,0
20,55,42,94,16,32,49,85,15,22,1
14,16,70,25,20,72,74,51,23,44,1
41,61,51,67,35,81,18,82,47,32,0
59,82,59,13,50,57,25,92,89,55,0
68,47,75,29,73,38,22,70,84,89,1
42,96,66,84,90,53,8,29,85,92,0
89,18,80,17,67,41,62,46,0,14,1
84,85,87,79,0,9,70,26,1,25,1
61,48,21,69,84,18,75,26,27,15,1
95,99,51,7,79,98,50,28,99,18,0
56,67,47,38,17,70,77,64,4,41,1
98,61,12,18,91,64,17,32,90,44,1
45,82,31,97,22,66,5,18,3,12,0
76,72,34,15,95,10,99,98,34,6,0
76,54,77,87,27,70,32,70,52,63,1
57,76,70,53,1,61,99,97,80,90,1
29,15,54,64,88,79,69,71,14,25,0
34,15,70,10,41,97,78,1,14,60,1
31,53,41,13,53,11,30,65,61,99,0
63,61,13,79,3,58,20,4,99,89,1
97,97,79,24,48,59,80,35,9,27,0
82,31,12,72,7,53,4,8,43,69,1
91,25,96,38,0,22,98,33,78,37,1
62,72,91,21,27,14,80,30,99,81,1
24,58,16,81,18,14,5,64,83,74,0
60,95,7,54,58,94,19,38,86,0,1
76,50,23,98,97,5,0,88,64,93,1
99,89,78,85,57,33,8,81,74,0,1
60,15,52,6,79,16,21,44,56,73,0
98,90,32,61,9,70,5,85,18,54,0
13,33,46,75,17,11,73,64,40,50,0
91,19,76,42,56,38,47,70,87,97,1
25,63,95,31,94,12,21,79,68,56,0
83,59,81,23,62,67,97,29,56,45,0
59,86,33,50,47,69,39,13,43,38,0
56,36,93,68,98,12,2,12,26,77,1
94,13,80,26,24,96,8,99,24,20,1
13,27,9,50,53,21,26,90,27,19,0
6,7,79,90,68,73,33,98,79,20,0
41,71,37,17,11,6,20,47,15,31,0
79,76,4,96,69,33,90,87,93,17,0
67,34,24,32,23,97,45,51,87,44,0
76,2,31,27,26,18,28,24,72,65,1
82,67,19,2,61,45,97,48,53,61,0
51,75,35,8,42,24,95,28,97,2,1
12,92,58,60,45,69,65,78,83,13,0
11,49,6,46,19,47,20,56,58,35,0
64,35,17,9,38,74,77,12,98,68,1
19,63,42,32,29,78,57,52,68,83,1
96,65,42,1,78,52,65,36,34,91,1
16,39,46,11,82,53,64,91,82,71,0
31,4,88,42,56,42,7,40,17,68,0
92,17,69,68,22,30,41,90,50,27,1
19,67,80,78,80,73,49,83,80,65,1
97,14,26,54,58,70,78,90,46,45,1
5,70,18,61,46,80,78,91,36,18,0
54,75,85,61,23,39,86,50,41,43,1
76,98,10,3,74,12,39,93,68,74,0
20,84,98,90,48,17,93,20,26,39,1
37,77,94,64,28,44,43,12,56,51,0
4,81,51,79,45,71,33,54,39,28,1
37,23,64,46,50,54,99,68,11,4,1
53,94,32,51,70,64,22,28,94,26,0
66,25,83,34,19,35,55,85,61,56,0
38,6,10,57,33,72,3,77,8,46,0
10,30,85,30,32,86,23,2,89,77,1
67,39,89,13,57,38,19,55,85,57,0
66,14,79,12,62,7,15,42,46,87,0
78,40,56,51,11,18,41,13,97,19,1
18,31,5,57,74,6,36,80,35,79,0
83,36,27,18,59,36,4,46,42,88,1
54,19,76,24,19,54,51,4,51,46,0
16,92,18,21,15,36,99,79,28,17,0
33,17,31,74,62,15,29,60,96,3,0
81,65,46,86,21,75,66,77,69,65,0
77,25,85,79,6,5,3,47,54,67,1
81,96,97,94,72,43,68,84,44,22,0
93,36,47,85,52,77,14,51,92,68,0
76,91,83,73,24,46,18,84,61,13,0
45,51,68,4,94,28,25,82,43,62,0
97,71,32,6,57,70,27,21,22,12,0
96,82,63,41,39,22,42,29,34,59,1
70,92,56,91,63,50,58,11,61,56,1
87,29,81,74,83,7,91,89,6,29,1
75,30,8,8,28,21,11,0,25,45,1
9,85,64,77,37,19,76,29,59,32,1
52,43,11,74,45,53,54,29,25,0,0
13,72,25,67,62,49,9,85,12,12,0
18,78,91,10,78,53,27,53,20,7,1
56,23,91,69,19,1,19,35,21,80,1
22,73,80,35,80,39,98,95,69,62,0
6,1,82,32,8,86,27,91,99,66,0
34,47,56,91,66,86,1,7,24,82,1
38,42,76,96,25,74,3,43,27,36,0
74,72,7,7,76,93,94,58,43,64,1
37,52,98,4,45,60,26,49,51,78,1
51,33,26,10,84,97,47,45,7,13,0
33,25,23,93,59,42,70,91,83,98,0
4,14,25,83,1,88,99,33,59,49,0
67,7,40,27,61,23,78,73,8,35,0
63,90,92,36,3,63,79,3,63,72,1
62,18,81,44,10,99,10,71,54,93,0
66,72,41,12,83,57,81,73,13,86,0
4,6,59,98,43,48,49,83,35,90,1
92,77,4,0,7,90,24,65,2,63,0
78,29,12,27,13,85,28,30,15,50,1
1,3,45,74,93,30,85,62,6,52,0
0,99,29,54,52,12,17,16,70,16,1
76,28,35,88,26,34,80,86,97,98,1
31,89,82,59,19,14,7,60,16,85,1
89,43,63,61,91,45,82,28,83,95,1
14,29,4,62,32,52,20,37,28,53,0
65,66,3,82,42,47,46,83,41,2,0
78,11,62,80,98,76,47,31,62,31,1
11,61,42,72,78,51,0,23,64,17,1
65,71,33,82,19,71,78,40,65,79,0
16,79,63,21,96,27,81,21,37,50,1
89,91,45,90,8,94,24,71,57,9,0
77,51,38,79,89,89,79,31,39,59,1
75,72,75,63,52,21,27,58,35,89,0
22,99,71,70,11,85,93,23,4,95,1
82,20,24,63,43,8,32,8,24,83,1
46,92,11,77,87,24,94,0,83,13,0
15,7,39,25,20,52,32,85,38,17,0
62,15,63,33,81,60,78,13,70,26,1
1,57,8,8,34,40,90,23,5,68,1
13,78,69,69,23,85,38,40,71,34,1
75,12,76,75,69,36,9,3,39,48,1
99,28,36,28,21,55,3,41,72,47,1
34,5,98,18,19,69,84,97,66,26,1
37,71,38,42,93,24,90,86,5,9,0
95,59,49,27,57,30,46,44,78,39,1
42,48,0,14,71,79,63,83,29,2,1
7,13,81,11,23,87,94,76,25,23,0
82,27,20,0,18,40,99,37,3,76,1
25,53,71,42,5,78,64,26,93,76,1
12,18,91,20,84,75,51,46,93,70,1
34,73,2,82,1,19,48,56,91,10,0
42,11,71,23,38,88,8,2,45,16,1
77,83,38,35,81,94,43,72,83,88,0
65,83,39,36,8,24,80,67,4,61,0
17,10,7,69,57,11,27,69,76,52,1
59,73,74,26,13,40,8,36,70,4,0
7,64,27,69,52,25,30,65,3,51,1
1,38,30,67,72,28,42,92,88,16,0
23,1,21,6,63,71,18,52,78,3,1
3,72,38,52,76,86,20,83,50,92,0
4,87,24,82,90,19,43,47,82,97,0
97,78,78,76,20,23,14,16,86,13,1
7,5,35,17,60,11,18,86,68,47,1
21,48,95,16,71,63,2,88,33,94,0
75,28,63,10,56,45,37,72,33,27,1
15,66,55,5,57,45,4,0,77,39,0
1,94,0,78,39,68,1,10,73,85,1
21,9,70,45,2,62,26,26,47,69,1
91,43,84,19,27,6,87,23,2,55,1
79,52,79,45,85,65,40,92,33,83,0
12,51,46,27,59,41,81,49,40,86,0
86,2,68,84,98,80,30,48,96,27,1
14,26,42,93,5,19,99,38,22,11,1
85,98,18,28,22,68,43,34,60,40,1
48,59,40,4,79,78,97,13,32,64,0
56,22,65,21,5,27,43,61,33,31,0
21,88,72,17,2,58,88,50,41,49,0
70,63,19,43,9,51,71,56,90,27,0
72,45,79,94,82,46,60,62,21,51,0
28,60,52,11,24,21,36,47,40,40,0
49,43,60,89,41,5,57,3,46,14,1
87,71,78,73,44,20,56,13,71,7,1
81,1,27,75,86,15,29,54,7,56,1
15,1,7,60,62,41,40,33,82,8,1
29,33,20,58,52,80,67,16,70,0,1
23,27,90,94,64,65,10,46,63,25,0
91,93,86,35,50,97,64,96,8,4,0
2,95,65,60,57,8,10,54,43,10,0
1,22,17,8,71,62,86,45,90,32,1
93,6,32,89,57,7,80,34,95,69,1
95,31,89,93,17,71,45,0,59,4,1
40,26,96,14,85,47,26,78,62,98,0
96,57,62,42,89,56,55,45,12,18,0
72,42,91,21,5,24,51,60,68,52,1
54,68,29,62,90,3,36,12,13,61,1
60,86,41,6,66,63,49,20,58,29,0
20,87,12,19,5,97,69,24,65,6,1
13,5,8,56,36,14,0,68,69,2,1
6,18,44,35,98,78,0,15,48,8,0
91,79,23,92,1,72,11,31,33,69,0
55,58,84,38,86,16,43,96,73,69,1
74,97,18,57,67,78,41,59,27,28,0
97,96,96,93,53,36,33,89,65,68,0
94,17,17,21,54,4,61,93,66,16,1
37,45,25,31,69,23,23,52,94,73,0
72,39,92,53,1,92,92,54,68,25,1
69,47,53,72,12,28,23,28,20,40,0
50,26,48,80,67,45,18,31,63,69,0
90,66,97,86,86,99,74,36,10,67,0
68,55,33,47,89,1,70,89,40,3,0
70,61,72,99,30,35,70,21,50,58,1
13,23,42,44,77,37,65,50,39,99,1
72,34,33,22,71,55,94,71,28,68,0
39,90,67,75,2,78,70,84,7,1,0
34,75,28,68,5,97,57,41,21,74,1
49,4,76,41,14,95,79,91,54,90,0
9,93,0,32,48,93,69,11,46,12,1
