f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label
79,99,31,80,56,57,42,65,85,42,0
0,9,86,66,26,50,21,78,40,21,0
4,66,29,66,3,15,71,70,33,42,1
13,98,81,4,83,82,0,45,6,38,0
86,48,29,51,61,31,2,91,37,7,1
21,14,48,44,65,41,26,54,59,41,0
56,40,45,93,33,58,70,30,43,35,0
24,0,27,92,79,96,69,42,95,54,0
35,90,60,61,69,80,78,14,40,38,0
55,6,74,55,97,75,93,43,83,88,0
92,76,11,34,8,58,35,71,68,14,0
7,75,37,71,36,28,93,20,89,20,0
3,25,35,68,89,10,54,39,19,37,1
94,8,18,78,3,45,64,84,39,32,1
17,25,48,38,64,23,11,66,39,74,1
78,92,18,13,76,30,25,81,26,78,0
56,85,57,93,30,47,31,46,4,71,1
73,42,27,80,48,29,81,27,69,40,0
13,55,35,47,6,17,36,39,43,73,1
91,3,49,90,7,92,2,55,19,44,1
29,72,6,35,63,51,79,30,90,75,0
26,79,20,65,36,65,12,61,22,0,0
18,1,34,51,68,68,49,33,0,24,0
38,97,94,56,27,97,40,77,63,67,0
64,45,63,62,75,33,96,8,27,36,1
84,54,86,62,35,27,54,27,66,51,0
82,28,97,14,40,6,71,59,56,16,1
84,31,57,10,93,66,80,42,61,82,1
17,4,57,61,85,61,44,86,12,68,1
95,95,23,97,75,62,25,44,78,20,0
74,73,71,58,19,67,42,69,71,49,1
11,8,57,42,35,37,44,40,7,37,1
27,67,66,41,11,4,88,42,61,41,0
57,15,27,22,25,23,19,31,97,59,0
16,2,29,87,98,95,17,42,26,58,1
39,92,56,55,37,48,47,27,86,90,1
67,51,78,12,92,35,90,21,19,83,1
50,98,91,86,74,79,73,41,20,34,1
54,10,54,61,12,67,11,52,28,56,0
35,11,30,81,66,42,34,1,64,24,0
35,18,38,16,52,24,27,96,57,40,0
84,78,16,98,32,50,36,13,91,30,1
4,55,85,62,49,21,23,38,15,71,1
6,87,37,1,27,56,75,48,31,28,0
99,75,83,86,27,11,67,86,58,33,0
82,91,10,32,24,99,14,19,99,56,0
85,55,53,43,73,45,36,13,98,73,0
42,0,94,63,49,48,25,36,19,74,0
39,6,17,86,55,11,84,52,97,90,0
47,32,34,53,18,2,68,88,77,41,0
42,45,42,58,77,92,31,51,56,89,1
22,15,97,38,66,86,94,32,22,27,1
17,42,68,75,93,67,37,59,49,72,0
57,67,75,92,76,31,23,13,38,29,0
36,65,63,54,98,66,89,30,72,13,1
14,55,15,2,91,70,61,2,94,56,1
59,73,93,35,0,23,91,90,90,68,0
2,87,11,27,94,74,56,61,20,23,0
2,26,57,33,41,4,41,19,62,30,1
46,97,11,7,88,4,45,27,72,80,0
68,23,87,6,46,0,69,62,95,2,1
53,68,97,1,97,57,80,10,14,82,0
78,41,40,74,30,13,24,2,93,82,0
94,80,50,27,92,69,74,56,44,82,1
66,97,5,31,62,25,77,66,24,73,0
85,32,23,51,28,38,21,91,8,54,0
38,45,35,84,7,47,56,84,33,42,1
14,99,82,14,44,86,34,80,88,76,0
68,0,95,31,41,59,59,76,64,0,1
63,47,83,84,4,27,44,40,37,35,0
10,92,95,67,29,28,15,24,42,46,0
57,97,68,11,5,59,79,72,69,16,0
27,36,89,96,23,59,55,29,2,12,0
94,35,54,71,10,87,52,20,89,96,0
91,74,85,20,74,32,22,5,91,93,1
53,92,70,17,87,86,68,82,5,68,1
73,57,33,97,2,61,88,15,61,40,0
91,19,91,56,59,49,28,97,4,49,1
21,29,70,5,81,54,6,61,28,2,1
10,44,3,55,72,99,60,71,25,76,0
46,46,12,89,91,81,95,16,97,65,1
0,80,86,9,23,12,90,12,54,76,1
94,48,53,65,88,84,98,18,31,91,0
95,99,4,13,22,39,96,26,13,57,0
27,24,93,94,53,46,15,32,0,33,0
53,55,13,8,37,43,58,12,66,15,1
11,62,18,92,91,50,2,34,26,75,0
24,98,33,83,32,77,45,24,41,72,0
92,35,93,27,63,9,79,74,80,89,0
36,84,64,70,98,61,93,3,63,61,1
90,64,72,32,66,78,82,69,4,45,0
42,38,38,90,36,12,95,43,70,29,0
38,96,62,18,80,83,84,63,65,27,1
8,96,46,39,14,37,47,58,31,21,1
11,82,74,55,14,15,88,73,37,37,0
41,53,78,30,24,34,57,3,19,60,1
76,83,81,46,9,3,93,32,91,83,0
56,87,23,72,27,49,10,69,94,7,0
55,66,10,22,24,84,61,74,1,47,0
65,93,13,69,72,3,87,21,52,59,1
18,53,99,18,99,83,81,85,31,55,1
87,99,18,32,61,68,25,79,17,62,0
90,33,40,82,80,64,75,17,9,59,0
77,51,4,7,74,61,67,84,82,52,0
76,42,29,70,69,76,75,22,94,20,1
20,51,63,54,18,68,20,0,6,61,1
37,39,63,1,86,54,61,22,44,42,1
80,37,19,36,93,4,52,10,77,17,0
63,69,87,37,90,98,10,47,45,92,0
88,36,34,8,1,36,60,68,48,39,1
24,64,59,72,87,97,41,57,30,80,0
38,5,59,35,0,60,49,1,0,11,0
79,2,35,27,71,19,65,63,86,27,1
35,10,57,85,87,84,18,55,17,43,1
65,67,28,78,62,81,39,38,37,69,1
5,93,81,18,26,71,19,25,30,48,1
35,5,51,96,85,46,39,3,38,72,0
45,94,99,13,81,81,26,95,67,8,1
85,70,99,55,36,77,81,87,68,92,1
8,89,77,15,21,92,25,21,74,6,1
56,93,26,14,15,86,40,5,58,15,0
24,15,80,51,14,77,67,56,23,67,0
67,10,31,12,59,67,83,94,17,33,0
48,87,13,23,51,55,29,26,94,16,0
31,96,27,41,85,49,0,55,96,55,0
81,76,92,30,74,7,54,30,85,91,1
5,10,82,62,84,3,78,56,36,18,0
92,45,55,45,31,65,47,50,38,70,0
18,52,34,47,11,2,94,70,93,97,0
9,33,97,92,91,6,50,96,82,97,0
6,44,48,91,55,84,70,39,82,49,0
10,77,15,37,25,95,27,60,88,18,1
0,96,82,31,17,89,17,1,26,1,0
61,53,33,8,0,64,61,46,46,19,1
71,37,3,86,17,92,59,75,30,91,0
82,11,10,87,60,62,78,62,66,60,1
79,49,49,73,13,58,38,64,66,45,1
37,35,98,15,52,8,64,5,28,55,1
29,94,59,31,82,6,76,25,23,21,0
92,8,16,32,22,53,60,32,52,75,1
8,4,22,30,48,52,5,47,1,23,1
53,32,44,52,42,85,21,49,31,6,0
88,4,60,1,33,18,7,4,47,14,1
46,20,33,88,13,46,52,49,96,60,1
71,45,73,81,40,33,73,89,35,17,0
49,81,45,67,81,40,51,6,69,12,0
61,69,40,64,17,97,22,13,51,82,0
97,60,17,65,74,79,42,32,91,77,0
99,67,12,4,3,86,7,38,81,66,0
29,43,33,77,41,27,94,46,10,36,0
16,58,2,82,99,82,45,21,56,81,0
8,32,19,75,75,68,64,46,37,97,0
8,83,67,75,16,62,81,36,84,39,0
22,32,27,20,87,34,9,22,99,88,0
81,61,64,62,60,72,92,73,87,3,1
30,5,50,0,33,33,54,83,1,47,1
45,80,96,99,73,99,87,80,86,2,1
99,30,85,40,61,82,99,28,62,23,1
55,21,86,74,7,34,38,56,58,84,0
45,40,81,39,30,16,59,47,70,23,1
12,12,80,22,25,96,93,24,74,5,0
41,12,83,85,67,10,38,51,79,2,0
75,7,63,17,6,50,20,57,27,67,1
29,83,83,33,83,0,68,44,55,55,0
91,58,38,91,53,23,38,89,82,64,0
50,79,71,65,57,19,75,31,24,81,1
17,89,81,73,37,67,74,46,46,82,0
52,37,61,43,16,27,99,35,14,79,0
3,51,37,83,55,83,2,50,22,17,0
81,72,92,77,98,51,35,84,55,96,1
96,90,40,48,81,53,65,84,60,56,1
67,20,96,60,3,47,55,87,61,99,0
91,14,19,17,88,21,6,84,14,67,1
25,77,28,38,0,44,95,7,17,61,1
78,73,0,29,80,59,60,47,19,30,1
27,41,33,5,54,72,72,7,84,77,0
4,12,89,29,68,78,6,77,97,70,1
65,35,51,38,21,42,49,50,94,45,1
69,81,3,58,54,70,96,51,16,33,1
16,62,84,64,89,8,57,14,73,6,1
35,80,68,72,51,68,18,27,23,75,0
43,48,55,14,0,75,20,38,4,29,0
78,98,34,62,79,36,35,69,38,71,0
21,20,86,93,86,61,95,97,55,35,0
76,27,1,82,64,41,8,36,7,21,1
22,10,86,45,30,58,78,43,45,41,0
57,24,30,59,17,11,9,38,92,39,1
9,14,46,97,56,85,10,53,14,26,0
15,86,17,4,58,46,10,51,52,61,0
22,41,5,84,89,78,8,23,63,48,0
9,58,13,46,42,3,7,66,64,76,0
49,84,24,19,8,16,89,11,4,83,1
50,3,52,62,65,88,65,36,64,27,0
62,61,9,57,45,34,25,23,54,61,0
53,69,7,52,39,98,72,68,14,72,1
76,0,34,80,26,67,58,34,36,19,1
60,79,53,27,45,48,2,20,58,56,0
60,67,91,51,32,88,38,70,53,26,1
26,48,8,85,16,87,89,54,0,17,1
76,91,88,41,46,63,61,6,5,76,0
3,47,85,12,58,93,70,17,43,71,1
3,31,45,10,83,53,90,84,46,99,0
38,0,35,46,38,91,40,24,1,8,1
7,72,21,9,6,22,15,83,33,36,1
82,41,78,82,24,94,19,18,92,44,1
68,84,76,69,63,15,98,10,9,59,1
90,71,65,52,45,54,51,44,71,42,0
90,14,48,88,40,84,13,39,60,70,1
57,56,3,49,44,88,28,74,23,21,1
67,73,65,26,53,93,91,62,65,20,0
48,90,75,82,63,33,87,76,30,84,0
80,45,2,2,7,91,7,62,11,10,0
78,36,53,78,20,53,98,38,28,88,1
90,79,95,23,90,48,55,20,5,19,0
0,6,93,30,17,82,1,36,8,36,0
86,14,78,82,40,64,92,11,86,80,1
24,26,41,50,30,57,43,37,63,72,0
12,86,67,1,14,53,61,2,48,28,0
36,65,13,7,24,96,42,43,54,65,0
55,14,90,5,23,7,22,86,96,70,0
89,30,44,65,27,57,32,11,39,85,1
25,68,96,44,72,56,26,57,34,25,0
23,15,22,57,36,81,68,59,62,46,1
12,86,4,48,52,48,86,81,16,11,1
96,14,53,19,45,95,24,58,68,32,1
25,19,84,44,99,9,39,91,27,5,1
18,11,29,6,26,7,27,46,90,87,1
17,74,63,22,33,99,2,54,63,87,1
70,92,42,97,87,7,86,34,72,4,1
81,26,94,20,89,69,43,39,71,89,1
32,28,87,71,11,0,4,76,75,90,0
18,43,49,13,92,78,21,83,81,31,1
3,36,1,39,69,9,94,27,76,59,1
68,60,20,40,88,4,82,94,19,48,0
52,32,74,22,80,40,36,79,46,69,0
87,46,1,52,79,52,79,41,65,22,1
56,35,63,17,78,10,99,29,18,91,1
83,67,68,23,22,18,96,54,78,92,0
70,42,44,53,74,66,75,23,24,36,0
43,77,66,89,18,22,3,35,48,0,1
75,90,23,45,16,91,76,25,49,59,0
95,36,37,87,54,36,83,37,27,50,0
86,71,87,4,30,11,40,45,4,76,0
17,33,11,76,69,89,1,28,64,20,0
70,21,11,85,90,82,80,41,97,58,1
73,76,10,64,51,65,82,15,52,32,0
83,45,91,55,83,83,79,44,72,22,1
21,97,1,81,17,64,15,2,73,82,1
45,47,40,5,60,26,76,32,3,52,0
3,0,51,47,93,15,60,25,5,48,0
78,63,47,73,10,93,6,95,96,52,0
78,54,19,72,16,61,52,20,32,5,0
20,68,59,36,30,91,20,39,39,77,0
90,65,26,21,34,67,63,12,49,89,0
18,69,38,58,73,55,51,78,99,38,1
75,56,83,71,26,4,92,60,22,44,0
29,62,0,94,83,28,27,68,5,52,1
64,67,46,31,98,78,70,41,95,94,0
55,90,35,67,46,2,37,41,80,82,1
22,39,2,59,32,23,40,7,87,24,1
9,47,37,10,15,36,74,99,75,56,0
88,81,19,30,94,98,69,36,22,31,0
58,66,9,92,16,15,16,53,48,83,0
89,82,71,23,13,95,15,77,71,94,1
85,36,30,31,79,63,74,18,68,24,0
36,17,79,54,10,98,16,5,64,51,0
67,17,70,51,70,33,48,75,26,71,1
70,29,20,20,3,69,35,78,93,77,1
42,86,23,48,93,6,9,94,61,66,1
32,3,62,46,78,67,3,66,44,59,0
3,28,9,37,58,59,65,20,94,5,0
53,71,6,95,23,78,67,72,0,66,0
2,51,57,84,47,67,91,7,6,9,1
69,72,94,6,78,39,63,4,74,13,0
58,47,67,77,27,29,64,46,81,53,0
63,30,61,42,40,80,26,26,57,59,0
1,66,51,2,27,74,25,18,29,34,0
26,94,47,5,68,29,87,55,55,4,0
87,24,16,89,27,64,60,67,9,7,1
12,5,47,45,43,69,93,93,22,99,0
13,42,1,75,77,2,60,37,59,18,1
65,38,77,34,97,30,95,40,97,32,1
39,7,34,9,8,22,75,17,20,18,1
9,9,40,29,48,64,91,69,80,37,1
41,53,41,69,4,96,23,70,91,83,1
5,62,24,17,26,71,32,2,52,36,0
78,36,15,89,27,68,33,23,20,12,1
41,49,43,18,42,72,74,74,89,13,1
92,76,77,45,72,54,24,25,79,22,1
99,91,72,23,75,83,26,75,91,26,0
19,98,10,32,82,86,22,81,79,86,0
4,45,42,3,89,32,66,17,45,17,1
61,68,84,97,25,94,35,13,59,25,1
98,30,28,60,4,43,63,68,43,35,1
15,91,16,45,35,88,24,45,41,66,0
18,33,12,47,61,56,22,7,69,96,0
57,40,20,85,44,78,3,35,0,63,0
45,27,2,54,4,15,28,82,51,56,0
12,33,4,78,32,8,69,27,57,61,1
93,28,11,40,25,15,35,36,58,6,1
9,26,34,50,9,93,27,70,15,90,0
55,63,63,33,38,45,19,63,86,65,1
15,28,42,66,3,27,77,33,78,41,1
33,23,20,92,90,77,72,33,89,16,0
23,75,3,14,80,44,19,17,54,91,0
56,34,24,51,66,8,69,57,17,28,0
26,1,57,49,9,12,99,1,61,17,1
29,46,9,22,31,59,57,31,28,26,0
45,45,88,94,40,60,43,80,59,3,0
71,45,67,79,69,51,8,17,49,88,1
65,47,47,84,73,84,65,81,37,62,0
0,72,89,25,8,21,70,9,75,55,0
37,32,44,65,42,55,37,47,25,11,0
16,54,57,80,64,34,10,30,81,72,1
33,17,15,77,79,68,28,94,64,68,1
6,22,96,69,86,94,81,39,78,35,1
97,88,26,0,22,69,66,96,21,57,0
13,81,57,49,9,77,65,62,8,96,1
97,32,74,57,10,37,23,31,34,82,0
78,77,94,54,5,29,80,76,40,72,0
42,76,12,91,29,58,30,66,56,13,0
87,70,10,50,10,89,14,50,8,93,0
9,13,33,71,35,98,44,27,86,50,0
93,11,64,47,40,75,50,80,8,98,1
55,8,22,42,88,41,66,20,57,74,1
89,68,63,87,62,23,56,23,61,20,1
38,36,17,60,52,54,39,67,22,17,0
88,66,89,24,61,67,4,4,46,50,0
90,92,30,37,53,18,71,71,39,24,0
69,90,97,35,40,72,24,89,15,21,0
55,3,43,27,94,71,35,6,6,60,1
68,12,56,67,64,68,40,0,64,10,1
53,87,40,29,59,14,85,2,63,76,1
77,67,19,94,8,51,82,36,22,75,0
57,49,84,47,27,1,5,81,42,82,1
91,11,83,82,63,43,23,49,44,87,1
81,26,49,27,37,95,4,19,47,24,1
44,9,99,79,38,57,62,28,11,48,1
40,26,27,12,61,8,22,50,25,41,0
68,36,68,72,84,14,14,32,81,64,0
9,68,96,25,78,1,62,34,52,95,0
18,55,67,17,83,75,62,35,5,62,0
66,54,51,29,90,61,16,82,82,31,1
79,66,14,21,47,0,19,65,8,21,1
72,91,77,28,89,98,59,95,50,22,1
11,61,50,9,25,9,10,2,54,7,1
7,5,29,36,8,77,40,3,60,96,1
16,71,44,24,48,92,45,4,18,43,0
37,18,97,2,96,73,87,18,96,48,0
98,7,97,41,19,33,3,89,11,87,1
50,4,29,31,63,78,28,98,68,29,1
32,67,96,46,19,99,18,91,31,48,0
27,64,58,68,48,89,0,6,17,67,1
30,47,23,28,59,8,73,52,46,15,1
98,13,22,18,77,44,95,80,36,27,1
21,84,10,93,72,20,84,76,84,76,0
18,81,67,31,75,22,26,2,66,95,0
3,5,53,46,30,34,53,50,34,49,0
8,13,90,30,47,19,87,39,75,10,0
53,29,58,38,33,30,30,37,82,93,1
66,69,54,33,72,85,1,5,31,92,0
6,41,88,3,22,6,94,98,63,47,0
41,25,97,11,33,98,61,83,65,37,0
6,29,65,29,90,8,54,12,98,48,1
31,30,18,95,47,73,27,45,7,81,0
21,47,16,92,23,63,80,70,89,11,0
81,64,74,11,21,54,18,77,52,64,0
77,84,21,11,87,57,82,36,80,89,1
64,90,31,9,35,87,17,75,85,58,1
56,14,70,28,86,73,57,57,25,2,1
36,78,98,63,18,83,86,42,20,32,1
42,70,92,13,6,57,79,51,55,37,1
66,57,3,67,3,84,39,81,97,44,0
13,73,46,5,9,62,25,69,11,28,0
83,37,1,21,92,13,28,27,7,74,1
74,15,86,41,40,23,3,77,52,10,1
10,85,7,95,63,56,97,86,98,68,1
24,57,75,13,46,51,4,78,9,62,0
95,19,31,45,30,24,11,53,96,91,1
27,93,28,66,68,33,52,79,38,26,1
38,51,13,58,28,8,2,78,1,78,1
78,1,79,38,46,40,31,56,74,52,1
74,98,49,92,38,48,41,29,36,35,1
49,78,29,92,39,63,38,69,96,30,1
97,87,26,56,61,92,71,65,11,68,0
51,33,37,85,98,75,99,83,26,57,0
66,71,99,80,58,73,80,82,17,26,1
52,65,64,31,52,82,36,6,65,17,1
72,2,80,35,50,47,43,19,83,73,1
38,41,42,52,13,8,27,53,17,43,1
65,47,81,15,56,97,4,9,10,83,0
53,77,44,42,67,99,86,72,1,81,0
19,7,72,78,14,8,70,8,98,64,1
23,21,19,17,29,67,19,17,43,32,0
46,76,5,69,81,70,47,28,72,75,1
64,83,57,54,52,71,31,99,67,94,1
57,94,6,1,31,14,57,15,77,79,0
77,8,29,76,43,42,83,80,23,1,1
75,69,29,56,2,83,86,50,43,39,1
35,96,89,95,19,43,39,26,31,14,0
4,79,26,94,79,29,46,13,51,99,0
92,25,2,10,61,34,28,72,53,69,1
92,58,68,3,31,61,56,38,2,47,0
79,62,22,18,3,81,60,54,64,90,1
9,46,74,0,20,47,76,81,85,80,0
99,54,67,85,29,47,89,50,1,40,0
60,23,72,98,44,38,35,78,82,83,1
21,48,56,17,70,24,34,26,41,97,1
88,84,93,13,83,24,99,81,0,26,0
41,1,65,42,59,44,19,62,4,6,0
52,97,30,2,17,15,5,91,18,49,0
80,8,17,11,30,65,95,53,58,43,1
26,74,42,22,83,97,43,69,86,37,1
53,44,72,42,49,34,66,29,32,70,0
45,96,79,91,27,5,5,46,7,95,0
93,29,88,52,50,40,66,4,98,82,1
81,97,67,84,61,23,78,44,91,43,0
36,22,10,3,34,7,76,47,10,40,0
66,3,8,47,58,12,26,22,13,19,1
73,33,40,51,35,80,43,93,37,10,0
14,59,82,17,45,12,46,42,7,2,0
39,86,56,67,26,38,8,52,64,53,1
46,43,20,12,58,16,97,74,59,31,0
49,11,57,73,74,64,77,8,51,24,1
36,65,63,79,41,42,17,8,72,71,1
18,45,34,22,57,94,43,77,6,54,0
16,97,35,65,81,8,43,2,84,5,1
58,38,14,43,3,86,51,83,50,3,1
89,20,57,77,64,6,11,36,27,48,1
40,86,4,98,81,54,65,94,50,7,1
32,54,4,5,32,34,79,28,56,14,0
86,1,24,64,35,74,58,10,95,49,1
47,33,94,52,42,97,96,5,34,87,0
43,17,6,53,69,13,93,93,73,23,0
77,40,19,73,36,85,32,57,52,89,0
78,89,40,75,42,82,48,8,29,95,0
25,97,63,4,75,29,93,79,12,50,1
14,35,32,79,52,26,28,60,12,27,1
46,10,82,19,60,23,29,45,58,71,1
14,8,39,14,10,89,77,55,24,54,0
60,68,96,52,40,53,11,32,22,0,0
54,74,4,38,59,23,55,14,73,21,1
45,71,0,9,31,78,44,98,31,57,1
60,90,81,39,82,60,17,77,5,73,1
10,52,28,83,63,44,91,68,76,56,1
22,19,59,18,90,55,64,50,12,24,1
68,49,71,2,49,98,67,5,88,96,1
18,21,80,10,82,32,78,28,69,56,0
8,90,94,63,36,97,95,85,79,85,0
76,69,3,0,82,22,70,0,10,84,0
91,74,57,28,92,17,11,57,0,74,1
35,74,75,86,73,13,68,44,9,2,0
8,20,85,98,88,71,39,59,12,71,1
9,61,91,88,74,54,67,3,10,93,1
45,90,60,54,13,19,94,1,87,7,0
15,48,10,83,33,93,83,14,93,22,0
1,45,24,48,40,95,4,13,43,42,1
11,81,10,76,62,58,64,26,18,13,0
49,50,68,34,28,10,96,37,43,58,0
60,83,55,66,22,62,9,18,65,74,0
21,40,8,13,55,82,41,21,1,18,1
28,53,94,16,32,84,89,94,3,10,0
58,35,29,97,23,41,48,58,30,75,1
31,9,91,49,84,71,70,80,26,77,1
45,70,36,34,78,66,55,97,43,11,1
11,40,5,52,43,15,59,3,3,90,0
63,97,66,16,91,90,74,80,22,98,0
8,41,44,70,3,71,98,47,96,86,0
75,36,44,48,59,19,80,64,7,61,1
98,88,4,6,26,7,40,74,94,1,0
37,28,18,37,44,72,47,0,64,38,0
76,77,11,3,43,24,35,2,96,18,0
87,48,28,53,91,16,31,56,37,67,1
80,35,34,38,75,91,41,3,4,68,1
47,85,87,50,38,82,15,98,47,50,0
73,6,91,79,94,16,71,33,74,7,1
98,7,75,12,92,86,19,9,52,68,1
94,94,21,74,42,83,15,59,11,57,1
33,96,49,37,21,97,42,29,40,34,1
36,73,55,16,98,87,0,0,36,79,0
79,12,34,82,69,27,1,69,44,42,1
33,74,8,86,92,14,20,93,86,13,1
6,46,75,72,3,79,20,57,50,24,0
39,59,52,13,3,27,0,86,7,23,0
67,83,23,3,42,15,2,65,95,60,0
39,80,57,52,26,21,73,94,78,72,1
15,9,89,5,34,84,47,97,75,38,0
29,31,18,59,11,46,14,51,97,36,1
67,33,62,64,54,91,96,68,34,73,0
84,17,9,64,28,58,89,41,37,64,1
19,97,79,14,43,97,89,45,45,45,0
10,46,91,34,7,8,99,21,51,99,1
78,79,44,31,93,60,82,3,79,3,0
86,94,20,42,15,26,70,35,69,12,0
55,19,85,99,18,20,35,16,3,60,1
81,80,91,6,55,22,3,77,88,73,1
84,90,52,5,68,70,93,46,21,98,0
86,38,26,19,9,67,1,15,29,43,1
82,51,53,90,36,89,27,44,5,23,0
4,9,14,24,79,14,65,67,28,83,1
7,16,6,92,46,41,93,76,29,35,0
96,49,28,68,50,47,12,36,90,70,1
45,24,41,63,95,41,24,92,20,14,0
77,56,78,73,79,2,8,44,74,40,1
98,32,20,5,20,96,11,74,31,22,0
80,5,63,27,44,42,57,10,43,16,1
18,74,7,18,25,87,47,87,27,35,1
41,33,4,35,71,0,86,48,8,96,0
55,94,80,52,98,24,91,9,51,95,0
85,98,21,86,95,91,24,19,61,61,1
22,22,31,87,21,14,96,3,23,12,0
51,70,53,1,35,31,24,22,65,57,0
14,24,6,47,69,33,84,18,49,16,0
59,45,72,91,45,3,87,15,67,81,0
33,92,29,32,92,81,19,14,46,8,1
35,1,64,40,6,97,47,87,74,12,1
77,72,96,29,47,23,18,56,18,68,1
35,96,74,12,40,22,11,72,27,66,0
12,50,54,24,40,52,62,33,85,13,0
61,23,41,11,33,57,68,79,16,96,0
3,31,61,38,13,68,92,6,84,87,1
37,37,31,15,22,10,87,49,3,66,0
13,6,80,33,36,38,85,55,40,39,0
9,51,40,28,8,46,67,65,85,30,1
31,73,80,75,74,76,23,52,30,32,0
77,78,97,81,79,55,26,74,35,49,0
1,95,14,34,78,16,51,66,83,2,1
63,89,77,38,56,97,49,6,72,16,1
28,16,63,73,69,98,43,43,92,45,1
85,25,64,39,29,89,94,49,96,40,1
55,56,34,93,46,32,81,89,0,96,0
30,65,88,63,41,52,54,63,52,84,0
18,23,40,21,37,1,40,43,92,25,0
71,62,54,35,42,66,17,50,2,24,0
99,30,67,44,5,34,29,9,54,61,1
29,64,26,31,9,76,86,81,33,70,0
80,63,90,78,29,80,86,4,85,30,1
49,6,39,73,48,81,65,48,37,18,0
4,15,98,14,8,41,54,50,13,43,1
75,29,47,71,20,69,0,10,72,94,1
15,37,16,45,97,68,10,72,99,93,0
22,38,67,33,39,51,65,14,23,29,0
73,60,54,82,0,66,4,74,66,61,0
4,81,91,87,57,95,98,77,88,74,1
65,50,37,42,94,89,22,9,82,69,0
52,83,67,3,61,14,33,44,30,31,0
95,29,59,34,13,23,23,71,98,32,1
99,59,20,85,62,77,20,52,7,22,0
48,57,90,5,41,52,38,80,70,18,0
36,40,91,88,74,71,10,1,56,25,1
22,86,14,0,36,19,80,78,96,2,1
35,38,52,62,33,18,18,53,59,32,0
38,28,83,65,87,85,3,33,79,45,0
7,92,7,33,52,22,93,21,94,81,1
60,58,60,83,39,54,9,46,40,60,0
87,0,80,43,87,21,64,29,38,77,1
72,48,63,80,34,86,69,87,28,33,1
91,55,79,49,92,14,67,70,93,1,1
52,77,95,70,60,77,38,67,63,78,0
72,34,89,14,50,41,15,76,94,7,0
11,36,26,24,18,55,52,6,24,12,0
68,74,5,27,4,76,10,77,4,72,0
7,48,83,29,17,81,88,88,59,46,1
69,64,53,34,13,27,63,69,17,68,0
51,75,29,21,97,46,72,91,22,90,1
19,21,70,11,65,31,25,29,1,67,1
11,89,21,40,23,8,90,85,73,88,1
53,25,30,89,56,58,92,68,23,13,1
67,95,61,2,65,59,16,95,10,69,0
14,85,38,89,84,37,52,94,57,75,1
67,60,91,42,63,54,32,81,5,64,1
62,29,78,93,96,61,91,37,22,28,1
69,44,84,29,37,88,13,82,2,72,1
88,15,13,69,37,95,35,51,85,97,1
2,43,43,14,0,30,88,54,48,55,1
57,63,0,58,10,10,46,1,72,53,1
53,30,21,94,57,38,44,73,0,90,1
16,53,32,62,78,52,25,38,6,73,0
89,23,51,73,13,60,77,55,40,76,1
40,61,75,79,22,25,20,99,92,19,1
65,56,53,74,15,62,15,25,65,28,0
17,6,67,28,26,31,83,52,45,58,1
43,17,8,96,65,91,79,81,45,81,1
95,33,0,10,22,84,24,85,9,89,1
98,43,93,56,65,25,90,36,32,32,0
98,21,61,23,69,63,10,45,85,58,1
24,14,1,86,9,35,85,72,3,62,1
45,65,98,75,45,20,44,33,17,18,1
52,80,40,33,92,92,55,94,22,38,0
76,20,45,25,3,77,33,77,8,77,1
84,93,27,8,16,62,62,99,86,48,1
70,89,83,61,63,98,7,49,30,18,0
31,19,92,88,83,42,60,27,98,63,1
2,39,51,31,41,76,60,37,67,83,0
75,81,28,90,72,87,66,98,7,62,1
0,11,13,41,60,39,31,72,71,57,0
41,31,23,60,96,95,47,81,23,18,0
52,12,24,17,92,72,13,8,80,57,0
91,87,11,11,23,67,81,58,34,93,0
82,28,60,36,80,65,47,3,74,76,1
38,57,66,92,56,92,31,7,58,16,0
23,60,90,89,3,48,54,69,84,50,1
3,71,12,12,38,79,59,10,7,99,0
32,32,91,40,73,14,72,82,0,28,1
4,76,3,55,55,22,66,95,62,58,0
39,96,10,11,19,91,18,98,11,58,0
59,30,16,85,77,70,90,40,0,0,0
78,61,27,96,69,23,74,15,45,80,0
35,95,32,13,95,45,82,88,86,11,0
31,12,1,90,93,56,19,77,23,70,1
33,21,83,88,24,58,5,9,51,65,1
22,92,50,70,64,72,42,81,2,43,1
26,62,40,57,15,78,2,43,61,4,0
32,56,25,92,51,12,5,25,6,74,0
51,71,64,83,30,12,81,30,19,75,1
38,95,88,3,22,52,67,41,11,66,0
90,36,21,44,12,25,72,44,71,69,1
15,26,27,4,15,53,52,9,7,63,0
57,38,21,45,31,32,35,28,44,26,1
71,93,54,37,60,80,49,77,63,48,0
62,74,4,56,12,27,35,93,16,63,0
12,8,96,15,79,29,50,61,23,50,0
70,76,21,77,98,73,1,60,30,9,1
81,34,64,8,92,12,30,21,59,13,1
69,2,88,99,67,64,79,16,69,16,1
40,35,79,98,34,91,91,48,23,64,1
32,45,91,30,50,98,37,26,96,91,1
45,89,26,62,22,88,18,57,90,50,0
50,94,80,42,71,66,93,34,89,7,0
24,92,84,14,58,74,36,16,21,91,1
71,95,80,28,24,54,33,74,85,23,1
19,90,94,48,75,52,60,88,16,49,1
13,47,87,34,86,75,6,73,93,34,0
62,61,27,62,10,66,48,94,54,75,0
